Asset Number,Asset Description,Building,Floor,Department,Room,Condition,Status,Notes
TR118*GAMIS314,"POWER SUPPLY,HP PROLIANT 380, GEN 8  460W",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS315,"POWER SUPPLY,HP PROLIANT 380, GEN 8  460W",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS316,"POWER SUPPLY,HP PROLIANT 380, GEN 8  460W",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS317,"POWER SUPPLY,HP PROLIANT 380, GEN 8 , 460W",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS318,"POWER SUPPLY,SWITCHING POWER SUPPLY DELL 3010",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS319,"POWER SUPPLY,SWITCHING POWER SUPPLY DELL 3020",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*002349,"PRINTER ,HP Laser Jet M404dn",PHASE III,1 FLOOR ,LAB,BLOOD TRANSFUSSION,GOOD,Active,
TR118*GAMIS371,"PRINTER ,HP LASERJET P 1102",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS362,"PRINTER ,HP LASERJET PRO MFP",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*006986,"PRINTER ,HP,(LaserJet 402dne)",PHASE III,GROUND,EMD,PHYSICIAN,GOOD,Active,
TR118*008530,"PRINTER ,LASER JET ,PRO  4003 DN",PHASE III,BASEMENT,LAUNDRY,LAUNDRY,NEW,Active,
TR118*006918,"PRINTER ,Laser Jet Pro M404dn",PHASE III,GROUND,EMD,INCHARGE OFFICE EMD,GOOD,Active,
TR118*002372,PRINTER HP Laser Jet M404dn,PHASE III,1 FLOOR ,LAB,HEMATOLOGY,GOOD,Active,
TR118*GAMIS489,Printer Hp Laserjet Pro 4003dn,MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,NEW,Active,
TR118*008298,"Printer HP Laserjet PRO 4003dn, 3-IN-1, SN: VNM0408874",MOI PHASE I &II,FIRST FLOOR,DNS,217,NEW,Active,
TR118*006526,"PRINTER HP,Laser Jet Pro  M404dn",PHASE III,GROUND,RADIOLOGY,MRI 2 CONTROL ROOM,GOOD,Active,
TR118*007492,"PRINTER HP,Laser Jet Pro M404dn",PHASE III,GROUND,EMD,EMERGENCE THEATER INCHARGE OFFICE,GOOD,Active,
TR118*GAMIS332,"PRINTER WITH SCANNER, COPYAND FAX",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS365,"PRINTER, BROTHER HEAVY DUTY COLOUR LESERJET- 4050CBN",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS327,"PRINTER, EPSON L850 PRINTER",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS357,"PRINTER, EPSON LX 351",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*002919,"PRINTER, HP ,LaserJet Pro 402dne",PHASE III,1 FLOOR ,ICU,INCHARGE OFFICE ICU,GOOD,Active,
TR118*000144,"Printer, HP Color Lasejet ProM454dn",MOI PHASE I &II,FIRST FLOOR,PMU,PMU MANAGER OFFICE,NEW,Active,
TR118*GAMIS325,"PRINTER, HP COLOR LASERJET ENTERPRISES M 606SN:CN21PAS023",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*008309,"Printer, HP Coloured, Laserjet Pro MFP 4303dw, 3-IN-1, SN: CNBRRDG3GC",MOI PHASE I &II,FIRST FLOOR,ED,INTERNAL AUDIT MANAGER,NEW,Active,
MOI/DISP/EO/0195,"PRINTER, HP Laser Jet M601",,,,,,Active,
MOI/DISP/EO/0192,"PRINTER, HP Laser Jet Pro 102a",MOI PHASE III,GROUND,STORE,STORE,Poor,Active,
MOI/DISP/EO/0501,"PRINTER, HP Laser Jet Pro M102a",MOI PHASE III,GROUND,STORE,STORE,Poor,Active,
MOI/DISP/EO/0186,"PRINTER, HP Laser Jet Pro M402dn",MOI PHASE III,GROUND,STORE,STORE,POOR,Active,
MOI/DISP/EO/0188,"PRINTER, HP Laser Jet Pro M402dn",MOI PHASE III,GROUND,STORE,STORE,POOR,Active,
MOI/DISP/EO/0189,"PRINTER, HP Laser Jet Pro M402dn",MOI PHASE III,GROUND,STORE,STORE,POOR,Active,
MOI/DISP/EO/0503,"PRINTER, HP Laser Jet Pro M402dne",MOI PHASE III,GROUND,STORE,STORE,POOR,Active,
MOI/DISP/EO/0187,"PRINTER, HP Laser Jet Pro M402dne",MOI PHASE III,GROUND,STORE,STORE,POOR,Active,
MOI/DISP/EO/0190,"PRINTER, HP Laser Jet Pro M402dne",MOI PHASE III,GROUND,STORE,STORE,POOR,Active,
TR118*007296,"PRINTER, HP Laser Jet Pro M402dne",PHASE III,GROUND,EMD,EMERGENCY,GOOD,Active,
TR118*GAMIS372,"PRINTER, HP LASER JET PRO M428FDN ALL IN - ONE MONOCHROME LASER PRINTER ",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*002347,"PRINTER, HP Laser Jet, M402dne",PHASE III,1 FLOOR ,LAB,SEROLOGY,GOOD,Active,
TR118*001904,"Printer, HP laser Jet, SN CNBPOQPIM3",PHASE I& II,GROUND,DCSS,OT Manager,V.Good,Active,
TR118*001446,"Printer, HP laser Jet, SN PHC6H40857",PHASE I& II,GROUND,DCSS,116,Good,Active,
TR118*005504,"Printer, HP laser jet, SN PHC6KZ7096",PHASE I& II,GROUND,DCSS,Anaesthesia Office,V.Good,Active,
TR118*001940,"Printer, HP laser Jet, SN PHCPD46738",PHASE I& II,GROUND,DCSS,OT Pharmacy,V.Good,Active,
TR118*005950,"Printer, HP Laser Jet, SN VNF3D34354",PHASE I& II,GROUND,DCSS,I/C Office Sterilization,V.Good,Active,
TR118*005624,"Printer, HP Laser Jet, SN VNH3D14289",PHASE I& II,GROUND,DCSS,Holding Area,V.Good,Active,
TR118*GAMIS321,"PRINTER, HP LASERJET ENTERPRISES M611dn PRINTER",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS378,"PRINTER, HP LaserJet Enterprises MFP 428dw, CNDRQ8B811",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*000610,"Printer, HP Laserjet Interprises M611, SN: CNBRQ8C5XB",MOI PHASE I &II,FIRST FLOOR,DAHRM,268 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*GAMIS377,"PRINTER, HP LASERJET MFP135W  MULTFUNCTION  PRINTER AND SCAN",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
MOI/DISP/ME/738,"PRINTER, HP LASERJET PRO 400 M401dn",MOI PHASE III,GROUND,STORE,STORE,Poor,Active,
TR118*008829,"Printer, HP Laserjet Pro 4003, SN. VNM0905689",CONTAINER,FIRST FROOL,DNS,SOCIAL WALFARE,New,Active,
TR118*000716,"Printer, HP Laserjet Pro 4003dn SN: PHM5PO1127",MOI PHASE I &II,FIRST FLOOR,DNS,NURSING ROOM PW1,NEW,Active,
TR118*000085,"Printer, HP Laserjet Pro 4003dn SN: VNC0403739",MOI PHASE I &II,FIRST FLOOR,PHYSIO,RECEPTION,NEW,Active,
TR118*000892,"Printer, HP Laserjet Pro 4003dn, SN: PHC5Q1188",MOI PHASE I &II,FIRST FLOOR,DAHRAM,214: DAHRM OFFICE SECRETARY,NEW,Active,
TR118*000911,"Printer, HP Laserjet Pro 4003dn, SN: VNM0900077",MOI PHASE I &II,FIRST FLOOR,DCSS,210: DCSS OFFICE,NEW,Active,
TR118*000155,"Printer, HP Laserjet Pro 404dn, SN: PHFMG60909",MOI PHASE I &II,FIRST FLOOR,HR,240 DOCROR'S SECRETARY,GOOD,Active,
MOI/DISP/ME/749,"PRINTER, HP LASERJET PRO M402dn",MOI PHASE III,GROUND,STORE,STORE,POOR,Active,
TR118*000684,"Printer, HP Laserjet Pro M402dn, SN: PHCB46296",MOI PHASE I &II,FIRST FLOOR,DFP,CASHIER OFFICE ROOM 230,GOOD,Active,
TR118*000644,"Printer, HP Laserjet Pro M402dn, SN: PHCPB46295",MOI PHASE I &II,FIRST FLOOR,DFP,ROOM NO 232,GOOD,Active,
TR118*008840,"Printer, HP Laserjet Pro M402dne, SN. PHC6F34019",CONTAINER,GROUND FLOOR,DNS,SOCIAL WALFARE,Fair,Active,
TR118*000501,"Printer, HP Laserjet Pro M402dne, SN: PHC6B54711",MOI PHASE I &II,FIRST FLOOR,DAHRM,ROOM 228: REGISTRY,GOOD,Active,
TR118*000792,"Printer, HP Laserjet Pro M402dne, SN: PHC6B56343",MOI PHASE I &II,FIRST FLOOR,DFP,208: FM,GOOD,Active,
TR118*000763,"Printer, HP Laserjet Pro M402dne, SN: PHC6D27845",MOI PHASE I &II,FIRST FLOOR,ED,207: LEGAL OFFICE,GOOD,Active,
TR118*000345,"Printer, HP Laserjet Pro M402dne, SN: PHC6D47347",MOI PHASE I &II,FIRST FLOOR,DNE,NEOUROSUGERY ROOM 207,GOOD,Active,
TR118*005146,"Printer, HP Laserjet Pro M402dne, SN: PHC6F33238",MOI PHASE I &II,FIRST FLOOR,CRTM,ARCHIVE,GOOD,Active,
TR118*000156,"Printer, HP Laserjet Pro M402dne, SN: PHC6Y06993",MOI PHASE I &II,FIRST FLOOR,HR,240 DOCROR'S SECRETARY,GOOD,Active,
TR118*000561,"Printer, HP Laserjet Pro M404dn, SN: PHCL152190",MOI PHASE I &II,FIRST FLOOR,DAHRM,HRM- SECRETARY,GOOD,Active,
TR118*000538,"Printer, HP Laserjet Pro M404dn, SN: PHCL335111",MOI PHASE I &II,FIRST FLOOR,DFP,HOE,GOOD,Active,
TR118*000668,"Printer, HP Laserjet Pro M404dn, SN: PHFMC23778",MOI PHASE I &II,FIRST FLOOR,DFP,DFP OFFICE: SECRETARY,GOOD,Active,
TR118*000870,"Printer, HP Laserjet Pro M404dn, SN: PHFMH29669",MOI PHASE I &II,FIRST FLOOR,DAHRAM,214: DAHRM OFFICE,GOOD,Active,
TR118*005108,"Printer, HP Laserjet Pro M404dn, SN: VNF3D17475",MOI PHASE I &II,FIRST FLOOR,TEEM,ROOM 216,GOOD,Active,
TR118*000287,"Printer, HP Laserjet Pro M404dn, SN: VNF3D17577",MOI PHASE I &II,FIRST FLOOR,FINANCE,PAYROLL,GOOD,Active,
TR118*000556,"Printer, HP Laserjet Pro M404dn, SN: VNF3D34167",MOI PHASE I &II,FIRST FLOOR,DAHRM,HRM,FAIR,Active,
TR118*000009,"Printer, HP Laserjet Pro M404dn, SN: VNH3F02615",MOI PHASE I &II,FIRST FLOOR,PHYSIO,247:MANAGER REHABILITATION,GOOD,Active,
TR118*000439,"Printer, HP Laserjet Pro MFP M127fn, 3-in-1, SN: CNB9G4X9KL",MOI PHASE I &II,FIRST FLOOR,DOT,DOCTOR'S ROOM PEDIATRIC,GOOD,Active,
TR118*GAMIS320,"PRINTER, HP LASERJET PRo MFP M4103DW",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*000188,"Printer, HP Laserjet Pro MFP M428dw, SN: CNDRQ8B811",MOI PHASE I &II,FIRST FLOOR,PROCUREMENT UNIT,239 PROCUREMENT MNGT UNIT,VERY GOOD,Active,
TR118*GAMIS374,"PRINTER, HP LASERJET PRO MFP M477 FDW()",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*003408,"PRINTER, HP LASERJET PRO, SN: PHC5Q00753",MOI PHASE III,4 floor,CLINICAL RESEARCH,"CLINICAL RESEARCH, ",NEW,Active,
TR118*003310,"PRINTER, HP LASERJET PRO, SN: PHCL214775",MOI PHASE III,3 floor,DNS,DNS OFFICE,GOOD,Active,
TR118*008279,"Printer, HP Laserjet, Enterprise, M611, SN:SNBPQCP1MW",MOI PHASE I &II,FIRST FLOOR,PHYSIO,STORE,NEW,Active,
TR118*002887,"PRINTER, HP LaserJet, Pro 403dn",PHASE III,1 FLOOR ,ICU,PHARMACY ICU,GOOD,Active,
TR118*006961,"PRINTER, HP LaserJet, Pro M402dne",PHASE III,GROUND,EMD,EMD COMMUNITY PHARMACY,GOOD,Active,
TR118*003424,"PRINTER, HP LASERJET, SN: VNCO402487",MOI PHASE III,4 floor,CLINICAL RESEARCH,"CLINICAL RESEARCH, ",NEW,Active,
TR118*GAMIS326,"PRINTER, Hp Scanjet Enterprises Flow N6600 fnw 1SN:4CE236B7BY & SN:3CQ23507RB",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*001265,"Printer, HP, Color laser Jet Prom 452nw, SN VNC3N21355",PHASE I& II,GROUND,ED,106,Fair,Active,
TR118*GAMIS376,"PRINTER, HP, COLOUR LASERJET PRO MFP, M283fdw",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*001317,"Printer, HP, Laser Jet Pro M402DNE, SN PHC6C37908",PHASE I& II,GROUND,DFP,112,Fair,Active,
TR118*001301,"Printer, HP, Laser Jet Pro M402DNE, SN PHC6J60752",PHASE I& II,GROUND,DNS,121,Good,Active,
MOI/DISP/EO/0641,"PRINTER, HP, LASER JET PROM404DN",,,,,,Active,
TR118*007051,"PRINTER, HP, Laser Jet, Pro M404dn",PHASE III,GROUND,EMD,EMERGENCE THEATER,GOOD,Active,
TR118*GAMIS322,"PRINTER, HP, LASERJET MFP 130 SERIES",,,,,,Active,
MOI/DISP/EO/0642,"PRINTER, HP, LASERJET Pro 400 M401DN",,,,,,Active,
TR118*001373,"Printer, HP, Leaser Jet Pro 4003 DN, SN VNCO901332",PHASE I& II,GROUND,DNS,113,Very Good,Active,
TR118*001125,"printer, HP, SN CNB2PD5WGC",PHASE I& II,GROUND,DCSS,118,Good,Active,
TR118*001807,"Printer, HP, SN PHC6F93818",PHASE I& II,GROUND,TEEM,136,Good,Active,
TR118*001094,"Printer, HP, SN VNC4582204",PHASE I& II,GROUND,DCSS,Community Pharmacy,Fair,Active,
TR118*001334,"Printer, HP, SN VNF-3D32596",PHASE I& II,GROUND,ED,112,Good,Active,
TR118*001000,"Printer, HP, SN. PHC5Q01173",PHASE I& II,GROUND,DFP,105,Fair,Active,
TR118*001028,"Printer, HP, SN. PHC6C51655",PHASE I& II,GROUND,DCSS,Phamacy-IP/OP,Fair,Active,
TR118*GAMIS335,"PRINTER, HPLJ PRO 400 M401DN",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*002324,"PRINTER, Laser Jet ,Pro M102a",PHASE III,1 FLOOR ,LAB,CLINICAL CHEMISTRY,GOOD,Active,
TR118*007129,"PRINTER, LASER JET PRO M402 Dne ",PHASE III,BASEMENT,PHARMACY STORE,PHARMACY STORE,POOR,Active,
TR118*006937,"PRINTER, Laser Jet Pro M402dn",PHASE III,GROUND,EMD,GENERALPHARMACY EMD,GOOD,Active,
TR118*006791,"PRINTER, LASER JET, PRO 402 DNE",PHASE III,BASEMENT,STORE,SUPPLIES UNIT NO 2,GOOD ,Active,
TR118*0066661,"PRINTER, LASER JET, PRO 404 DN",PHASE III,BASEMENT,TECHNICAL SERVICE DEPT,OFFICE 1,GOOD,Active,
TR118*0066681,"PRINTER, LASER JET, PRO M 404 DN   S/N PHFMH43339",PHASE III,BASEMENT,STORE,SUPPLIES UNIT 3,GOOD,Active,
TR118*GAMIS375,"PRINTER, LASERJET P 2055",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS323,"PRINTER, LASERJET PRINTER QUALTY 1200 X1200",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS324,"PRINTER, LASERJET PRO MFP1447DW",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS340,"PRINTER, PROCESSOR 800MHZ",,,,,,Active,
TR118*GAMIS341,"PRINTER, PROCESSOR 800MHZ",,,,,,Active,
TR118*GAMIS342,"PRINTER, PROCESSOR 800MHZ",,,,,,Active,
TR118*GAMIS343,"PRINTER, PROCESSOR 800MHZ",,,,,,Active,
TR118*GAMIS344,"PRINTER, PROCESSOR 800MHZ",,,,,,Active,
TR118*GAMIS328,"PRINTER, SSETS PRINTER - LEXMARK X1250()E",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
MOI/DISP/EO/0548,"PRINTER, TVS RP3200 STAR FOR RECEIPT",,,,,,Active,
MOI/DISP/EO/0549,"PRINTER, TVS RP3200 STAR FOR RECEIPT",,,,,,Active,
MOI/DISP/EO/0550,"PRINTER, TVS RP3200 STAR, FOR RECEIPT",,,,,,Active,
TR118*GAMIS346,"PRINTER,BARCODE TVS LP45",MOI PHASE I &II,FIRST FLOOR,DAHRM,275 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*GAMIS347,"PRINTER,BARCODE TVS LP46",MOI PHASE I &II,FIRST FLOOR,DAHRM,275 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*GAMIS348,"PRINTER,BARCODE TVS LP47",MOI PHASE I &II,FIRST FLOOR,DAHRM,275 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*GAMIS349,"PRINTER,BARCODE TVS LP48",MOI PHASE I &II,FIRST FLOOR,DAHRM,275 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*GAMIS350,"PRINTER,BARCODE TVS LP49",MOI PHASE I &II,FIRST FLOOR,DAHRM,275 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*GAMIS351,"PRINTER,CARD -ZEBRA ZXP3",MOI PHASE I &II,FIRST FLOOR,DAHRM,275 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*GAMIS352,"PRINTER,CARD -ZEBRA ZXP4",MOI PHASE I &II,FIRST FLOOR,DAHRM,275 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*GAMIS358,"PRINTER,EPSON  LX 350",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS359,"PRINTER,EPSON  LX 350",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS380,"PRINTER,EPSON LCD PROJECTOR 3200 LUMENS",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*003145,"PRINTER,HP LASEJET,SN:PHC6H42652",MOI PHASE III,3 floor,DFP,BILLING OFFICE,GOOD,Active,
TR118*GAMIS333,"PRINTER,HP LASERJET M604 SHOULD SUPPORT NETWORK",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS334,"PRINTER,HP LASERJET M604 SHOULD SUPPORT NETWORK",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS336,"PRINTER,HP LASERJET PR 400 M401D ",,,,,,Active,
TR1118*007786,"PRINTER,HP LASERJET PRO 4003,SN:VNM0425293",MOI PHASE III, ,DCSS,EMERGENCY MCP,NEW,Active,
TR1118*007788,"PRINTER,HP LASERJET PRO 4003,SN:VNM0426750",MOI PHASE I,GROUND FLOOR,DCSS,OT PHARMACY,NEW,Active,
TR1118*007787,"PRINTER,HP LASERJET PRO 4003,SN:VNM0426751",MOI PHASE I,GROUND FLOOR,DCSS,MCP MAIN,NEW,Active,
TR118*GAMIS331,"PRINTER,HP M425 DW",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*000967,"Printer,HP, Black color, SN. VNH6202542",PHASE I& II,GROUND,DCSS,102,Very Good,Active,
TR118*GAMIS330,"PRINTER,HP, COLOR LASERJET PRO MFP M477FDW",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS329,"PRINTER,HP, LASERJET ENTERPRISE M607DN",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
MOI/DISP/EO/0615,"PRINTER,HP, LaserJet Pro M 402dne",MOI PHASE III,GROUND,STORE,STORE,POOR,Active,
TR118*000992,"Printer,HP, SN. VNF3D32586",PHASE I& II,GROUND,DFP,104,New,Active,
TR118*002133,"PRINTER,HP,LASER LET PRO M402dne",PHASE III,2 FLOOR,PHARMACY,IN PATIENT PHARMACY,GOOD,Active,
TR1118*007701,"PRINTER,HP,SN:100996643",MOI PHASE III,6 floor,DNS,"LEVEL6,IPC OFFICE",NEW,Active,
TR118*006198,"PRINTER,HP,SN:CNB87C46TL",MOI PHASE III,5 floor,ICTM,"MAIN OFFICE,LEVEL 5",GOOD,Active,
TR1118*007803,"PRINTER,HP,SN:CNCRR5P8",MOI PHASE III,2 floor,DFP, PLANNING,NEW,Active,
TR118*007697,"PRINTER,HP,SN:HPCL235879",MOI PHASE III,6 floor,DNS,"LEVEL6,IPC OFFICE",GOOD,Active,
TR118*006438,"PRINTER,HP,SN:PHC6C93789",MOI PHASE III,7 floor ,DCSS,"LEVEL7,RADIOLOGISTS OFFICE",GOOD,Active,
TR118*GAMIS337,"PRINTER,HPLJ PRO 400 M401DN",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*0066785,"PRINTER,LASER  JET ENTERPRISE 611",PHASE III,BASEMENT,STORE,SUPPLIES UNIT/GENERAL STORE,GOOD ,Active,
TR118*002296,"PRINTER,LASER ,JET PRO M402 DNE)",PHASE III,1 FLOOR ,LAB,INCHARGE OFFICE,GOOD,Active,
MOI/DISP/EO/0560,"PRINTER,LASER JET PRO M 402dne",MOI PHASE III,GROUND,STORE,STORE,POOR,Active,
TR118*GAMIS363,"PRINTER,LASERJET 2015 HEWLETT",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*007224,"PRINTER,LaserJet Pro M402dne",PHASE III,BASEMENT,TECHNICAL SERVICE DEPT,OFFICE 3,GOOD,Active,
TR118*GAMIS353,"PRINTER,LESER JET  2900B",MOI PHASE I &II,FIRST FLOOR,DAHRM,275 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*GAMIS354,"PRINTER,LESER JET  2900B",MOI PHASE I &II,FIRST FLOOR,DAHRM,275 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*GAMIS355,"PRINTER,LESER JET  2900B",MOI PHASE I &II,FIRST FLOOR,DAHRM,275 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*GAMIS356,"PRINTER,LESER JET  2900B",MOI PHASE I &II,FIRST FLOOR,DAHRM,275 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*GAMIS364,"PRINTER,MICROSOFT FINGER ,READER",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*003298,"PRINTER,OFFICE,HP LASEJET,SN:HPCPF30150",MOI PHASE III,3 floor,DNS,"DNS OFFICE, SECRETARY",GOOD,Active,
TR118*GAMIS366,"PRINTER,THERMAL  TVS  PR 3200 STAR",MOI PHASE I &II,FIRST FLOOR,DAHRM,275 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*GAMIS367,"PRINTER,THERMAL  TVS  PR 3200 STAR",MOI PHASE I &II,FIRST FLOOR,DAHRM,275 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*GAMIS368,"PRINTER,THERMAL  TVS  PR 3200 STAR",MOI PHASE I &II,FIRST FLOOR,DAHRM,275 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*GAMIS369,"PRINTER,THERMAL  TVS  PR 3200 STAR",MOI PHASE I &II,FIRST FLOOR,DAHRM,275 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*GAMIS370,"PRINTER,THERMAL  TVS  PR 3200 STAR",MOI PHASE I &II,FIRST FLOOR,DAHRM,275 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*GAMIS338,"PRINTER,THERMAL TVS",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS339,"PRINTER,THERMAL TVS",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*0066799,"SCANNER ,JET PRO N4600 FRIW1   HP ",PHASE III,BASEMENT,STORE,SUPPLIES UNIT NO 1,GOOD ,Active,
TR118*GAMIS412,"Scanner,",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS413,"Scanner,",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS414,"Scanner,",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS415,"Scanner,",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*000504,"Scanner, Fujitsufi7160, SN: A33AK16831",MOI PHASE I &II,FIRST FLOOR,DAHRM,ROOM 228: REGISTRY,GOOD,Active,
TR118*000505,"Scanner, Fujitsufi7160, SN: A33AK17055",MOI PHASE I &II,FIRST FLOOR,DAHRM,ROOM 228: REGISTRY,GOOD,Active,
TR118*000503,"Scanner, Fujitsufi7160, SN: A33AK17059",MOI PHASE I &II,FIRST FLOOR,DAHRM,ROOM 228: REGISTRY,GOOD,Active,
TR118*000502,"Scanner, Fujitsufi7160, SN: A33AK17996",MOI PHASE I &II,FIRST FLOOR,DAHRM,ROOM 228: REGISTRY,GOOD,Active,
TR118*000272,"Scanner, HP Scanjet Pro 2000 S2, SN: 6FW06A",MOI PHASE I &II,FIRST FLOOR,FINANCE,PAYROLL,GOOD,Active,
TR118*000654,"Scanner, HP Scanjet Pro 2000 S2, SN: CN15IA2004",MOI PHASE I &II,FIRST FLOOR,DFP,ROOM NO 232,NEW,Active,
TR118*000893,"Scanner, HP Scanjet Pro 2600f1, SN: CN29EAP266",MOI PHASE I &II,FIRST FLOOR,DAHRAM,214: DAHRM OFFICE SECRETARY,NEW,Active,
TR118*000189,"Scanner, HP Scanjet PRO 4500fn1, SN: E8HW704BOA1",MOI PHASE I &II,FIRST FLOOR,PROCUREMENT UNIT,239 PROCUREMENT MNGT UNIT,POOR,Active,
MOI/DISP/EO/0506,"SCANNER, HP Scann Jet 4500fn1",,,,,,Active,
MOI/DISP/EO/0561,"SCANNER, HP, SCANJET PRO 4500fn1",,,,,,Active,
TR118*002342,"SCANNER,(ScanJet Pro 2600 f1) HP ",PHASE III,1 FLOOR ,LAB,SEROLOGY,GOOD,Active,
TR118*GAMIS402,"SCANNER,BARCODE ",MOI PHASE I &II,FIRST FLOOR,DAHRM,275 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*GAMIS403,"SCANNER,BARCODE ",MOI PHASE I &II,FIRST FLOOR,DAHRM,275 HR TRAINING AND ADMINSTR,GOOD,Active,
